person_age,person_income,person_home_ownership,person_emp_length,loan_intent,loan_grade,loan_amnt,loan_int_rate,loan_status,loan_percent_income,cb_person_default_on_file,cb_person_cred_hist_length
29,47061,OTHER,9.0,MEDICAL,A,6220,5.42,0,0.13,N,7
30,28343,MORTGAGE,1.0,EDUCATION,B,3635,10.72,0,0.13,Y,5
33,80666,MORTGAGE,5.0,EDUCATION,C,13114,13.8,1,0.16,N,2
28,15702,RENT,4.0,MEDICAL,B,5078,12.49,0,0.32,Y,13
36,70844,RENT,2.0,VENTURE,E,9354,17.88,0,0.13,N,2
29,33609,OWN,2.0,HOMEIMPROVEMENT,A,3465,6.33,0,0.1,N,2
31,46037,RENT,5.0,HOMEIMPROVEMENT,B,8221,10.99,0,0.18,Y,3
22,18471,RENT,2.0,MEDICAL,C,7606,13.52,0,0.41,Y,2
40,35047,RENT,15.0,PERSONAL,D,3051,15.88,0,0.09,N,17
30,48283,RENT,2.0,PERSONAL,A,1722,6.05,0,0.04,N,5
31,12112,RENT,6.0,PERSONAL,A,11941,7.38,1,0.83,N,9
20,20134,MORTGAGE,0.0,PERSONAL,B,3663,,0,0.18,N,6
22,8000,MORTGAGE,1.0,PERSONAL,B,3126,,0,0.39,N,2
35,19968,MORTGAGE,,VENTURE,B,3982,9.23,0,0.2,N,9
29,14061,RENT,2.0,MEDICAL,D,2533,20.43,0,0.18,N,2
20,19540,MORTGAGE,3.0,PERSONAL,B,7638,11.22,0,0.39,N,7
33,109974,RENT,11.0,VENTURE,A,4884,,0,0.04,N,2
24,56658,RENT,12.0,HOMEIMPROVEMENT,C,5098,13.58,0,0.09,N,6
36,9979,RENT,,PERSONAL,C,10904,14.18,1,0.83,N,5
27,29901,RENT,3.0,PERSONAL,B,5270,11.76,0,0.18,N,4
28,34180,MORTGAGE,1.0,MEDICAL,D,14807,16.82,1,0.43,N,5
34,18290,MORTGAGE,2.0,PERSONAL,D,4847,17.18,0,0.27,N,3
22,24296,RENT,2.0,PERSONAL,A,1712,7.36,0,0.07,N,2
21,25636,MORTGAGE,6.0,MEDICAL,D,2642,16.68,0,0.1,N,8
26,10502,RENT,1.0,MEDICAL,B,2953,,1,0.28,N,10
32,12491,RENT,0.0,HOMEIMPROVEMENT,E,5318,,1,0.43,N,7
20,24215,MORTGAGE,1.0,PERSONAL,C,14263,12.55,1,0.59,N,2
20,23264,MORTGAGE,9.0,DEBTCONSOLIDATION,E,5608,22.62,1,0.24,N,4
32,14917,MORTGAGE,2.0,PERSONAL,D,4188,17.88,0,0.28,N,6
24,14229,RENT,2.0,EDUCATION,B,3974,10.57,0,0.28,N,2
25,20965,OWN,7.0,PERSONAL,C,7199,15.37,0,0.34,Y,8
20,35860,RENT,2.0,EDUCATION,C,6573,15.27,0,0.18,Y,9
23,21119,RENT,2.0,HOMEIMPROVEMENT,B,8590,11.5,1,0.41,N,2
27,53771,RENT,1.0,PERSONAL,A,3003,6.85,1,0.06,N,10
33,15022,RENT,5.0,EDUCATION,A,23755,5.42,0,0.83,N,3
23,24494,RENT,13.0,VENTURE,B,3861,9.97,0,0.16,N,5
37,18126,RENT,3.0,PERSONAL,B,3150,11.13,0,0.17,N,5
23,30435,MORTGAGE,11.0,MEDICAL,C,11341,14.75,0,0.37,N,10
23,14330,RENT,1.0,DEBTCONSOLIDATION,B,9244,,0,0.65,N,4
36,63580,RENT,4.0,PERSONAL,A,3131,7.65,0,0.05,N,11
28,8692,MORTGAGE,7.0,PERSONAL,D,7898,16.66,1,0.83,N,2
24,56585,MORTGAGE,4.0,EDUCATION,C,3647,14.99,0,0.06,Y,15
26,23144,RENT,,HOMEIMPROVEMENT,D,6589,20.28,0,0.28,Y,2
35,29846,RENT,5.0,DEBTCONSOLIDATION,E,5792,20.28,0,0.19,Y,8
36,45889,RENT,2.0,HOMEIMPROVEMENT,D,29202,16.84,1,0.64,N,4
22,35302,MORTGAGE,2.0,VENTURE,C,13006,14.02,0,0.37,N,2
27,14742,RENT,6.0,EDUCATION,B,10369,12.25,0,0.7,N,7
28,30639,RENT,1.0,HOMEIMPROVEMENT,C,8399,13.98,0,0.27,N,8
21,61519,MORTGAGE,3.0,HOMEIMPROVEMENT,A,2044,8.23,0,0.03,N,9
27,13520,MORTGAGE,0.0,PERSONAL,E,5594,21.41,1,0.41,N,3
27,70624,RENT,3.0,VENTURE,C,3614,16.72,0,0.05,Y,6
34,27231,RENT,2.0,HOMEIMPROVEMENT,C,4741,14.73,1,0.17,N,8
34,17356,RENT,4.0,DEBTCONSOLIDATION,C,5219,14.2,0,0.3,N,5
25,13476,RENT,2.0,VENTURE,C,1479,,1,0.11,N,3
26,19480,RENT,7.0,HOMEIMPROVEMENT,C,4029,,1,0.21,N,6
31,8000,MORTGAGE,2.0,DEBTCONSOLIDATION,A,5371,7.32,0,0.67,N,12
24,17529,MORTGAGE,5.0,PERSONAL,B,9393,13.11,1,0.54,N,3
31,19060,MORTGAGE,10.0,MEDICAL,F,2839,22.34,1,0.15,N,4
27,12198,MORTGAGE,2.0,DEBTCONSOLIDATION,D,2826,,1,0.23,N,2
21,33233,OWN,8.0,VENTURE,A,2698,7.25,0,0.08,N,6
21,19529,RENT,15.0,DEBTCONSOLIDATION,B,3933,11.33,0,0.2,N,9
36,15526,MORTGAGE,0.0,PERSONAL,B,2231,12.53,0,0.14,N,2
26,18417,RENT,2.0,EDUCATION,F,12441,22.81,1,0.68,N,4
37,26777,RENT,14.0,EDUCATION,F,8460,22.37,1,0.32,N,9
24,22931,RENT,18.0,PERSONAL,A,32877,6.12,0,0.83,N,3
29,14979,MORTGAGE,3.0,VENTURE,B,3388,10.1,0,0.23,Y,3
42,23602,OWN,0.0,EDUCATION,A,8976,5.78,0,0.38,N,3
21,21421,RENT,1.0,EDUCATION,A,2101,5.42,0,0.1,N,8
20,11769,RENT,11.0,VENTURE,B,13748,7.75,1,0.83,N,6
35,18794,MORTGAGE,16.0,VENTURE,C,4229,15.26,0,0.23,Y,10
22,30291,RENT,0.0,PERSONAL,D,4633,17.32,0,0.15,N,4
27,30172,RENT,1.0,EDUCATION,A,12001,10.18,0,0.4,N,6
24,19409,MORTGAGE,7.0,VENTURE,B,11501,8.81,0,0.59,N,5
29,31959,MORTGAGE,0.0,PERSONAL,C,2475,16.96,0,0.08,N,7
21,12849,RENT,10.0,HOMEIMPROVEMENT,B,4563,10.79,1,0.36,N,2
26,13069,RENT,3.0,VENTURE,B,13325,8.63,0,0.83,N,5
30,19183,MORTGAGE,1.0,VENTURE,A,3798,5.42,0,0.2,N,7
21,50194,RENT,11.0,EDUCATION,C,6088,13.21,0,0.12,N,2
23,24095,MORTGAGE,9.0,HOMEIMPROVEMENT,A,7162,8.37,0,0.3,N,3
25,18930,MORTGAGE,1.0,PERSONAL,C,13177,,0,0.7,N,5
20,51496,MORTGAGE,3.0,HOMEIMPROVEMENT,E,7843,19.46,0,0.15,Y,7
25,18810,RENT,3.0,EDUCATION,A,4144,8.71,0,0.22,N,11
28,75290,RENT,3.0,EDUCATION,C,1243,14.19,0,0.02,Y,14
25,16627,RENT,5.0,VENTURE,D,8042,14.64,0,0.48,N,6
26,12626,RENT,5.0,EDUCATION,C,5544,15.94,0,0.44,Y,8
27,20100,RENT,4.0,EDUCATION,B,17036,9.44,0,0.83,N,5
23,19206,RENT,15.0,PERSONAL,A,7354,5.42,0,0.38,N,8
31,14125,RENT,2.0,HOMEIMPROVEMENT,D,3305,16.68,1,0.23,N,5
36,92141,MORTGAGE,2.0,MEDICAL,B,2054,,0,0.02,Y,13
24,26245,RENT,0.0,EDUCATION,D,4355,16.04,0,0.17,N,11
30,28433,RENT,1.0,EDUCATION,D,6335,14.36,0,0.22,N,6
26,17085,RENT,2.0,MEDICAL,E,5288,19.09,1,0.31,N,4
29,16031,MORTGAGE,16.0,MEDICAL,D,2031,18.49,0,0.13,N,6
37,38717,RENT,6.0,PERSONAL,E,698,20.0,1,0.02,N,4
30,8762,MORTGAGE,0.0,PERSONAL,E,2515,,1,0.29,N,6
20,11747,RENT,5.0,VENTURE,B,891,11.78,0,0.08,Y,2
30,19225,OWN,1.0,EDUCATION,B,2472,,0,0.13,N,11
35,46308,MORTGAGE,13.0,DEBTCONSOLIDATION,A,5819,5.92,0,0.13,N,3
26,17926,OWN,4.0,EDUCATION,B,13524,11.29,1,0.75,N,8
33,27691,MORTGAGE,4.0,PERSONAL,B,885,11.3,0,0.03,N,2
23,22364,MORTGAGE,0.0,PERSONAL,D,2397,17.17,0,0.11,N,2
20,44933,RENT,2.0,VENTURE,D,6481,,0,0.14,Y,13
28,9213,RENT,4.0,EDUCATION,B,3585,10.79,0,0.39,N,7
20,33017,MORTGAGE,0.0,EDUCATION,D,5507,16.82,0,0.17,N,12
26,19744,MORTGAGE,7.0,PERSONAL,C,6400,12.78,0,0.32,Y,5
35,36632,MORTGAGE,9.0,PERSONAL,C,3683,12.41,0,0.1,N,4
20,14036,RENT,4.0,EDUCATION,D,11421,18.12,0,0.81,N,9
20,22323,RENT,0.0,EDUCATION,D,26910,15.51,1,0.83,Y,6
21,20818,MORTGAGE,0.0,VENTURE,D,2328,14.19,0,0.11,N,5
27,12691,MORTGAGE,4.0,PERSONAL,B,9403,10.48,1,0.74,N,12
25,10891,RENT,4.0,EDUCATION,B,21492,11.41,1,0.83,N,12
36,16006,RENT,8.0,DEBTCONSOLIDATION,B,13534,10.75,0,0.83,Y,11
33,23658,MORTGAGE,4.0,VENTURE,C,3034,12.21,0,0.13,N,4
30,14526,OWN,4.0,DEBTCONSOLIDATION,E,3906,,1,0.27,N,2
28,18369,MORTGAGE,7.0,PERSONAL,C,1461,14.35,0,0.08,N,3
30,8000,RENT,0.0,EDUCATION,D,3297,18.74,0,0.41,N,5
22,17964,RENT,8.0,EDUCATION,B,3368,10.93,0,0.19,N,2
32,38675,RENT,2.0,DEBTCONSOLIDATION,B,6770,11.74,0,0.18,N,3
21,32462,RENT,2.0,DEBTCONSOLIDATION,C,2218,12.29,1,0.07,N,9
32,20998,RENT,6.0,MEDICAL,E,5169,15.39,0,0.25,Y,2
34,25185,RENT,1.0,EDUCATION,B,5686,11.05,0,0.23,N,2
28,13967,RENT,1.0,MEDICAL,A,3547,5.42,0,0.25,N,4
26,53822,RENT,9.0,DEBTCONSOLIDATION,E,8838,,0,0.16,N,5
30,68683,MORTGAGE,9.0,MEDICAL,A,3581,8.39,0,0.05,N,13
20,24116,RENT,1.0,HOMEIMPROVEMENT,B,6172,11.47,0,0.26,N,4
29,91571,RENT,3.0,VENTURE,B,1979,,0,0.02,N,11
27,15152,MORTGAGE,2.0,PERSONAL,F,2849,22.98,1,0.19,N,5
27,11069,RENT,3.0,HOMEIMPROVEMENT,A,9625,7.83,0,0.83,N,7
31,14908,OWN,4.0,EDUCATION,C,1525,14.61,0,0.1,N,9
27,19521,MORTGAGE,4.0,DEBTCONSOLIDATION,B,8323,9.62,1,0.43,N,15
20,78561,OWN,8.0,EDUCATION,B,3907,8.17,0,0.05,N,2
26,18870,RENT,1.0,MEDICAL,B,1185,,0,0.06,N,7
28,13727,MORTGAGE,6.0,EDUCATION,B,3599,10.97,0,0.26,N,8
28,13438,MORTGAGE,11.0,PERSONAL,E,8216,20.86,1,0.61,Y,2
28,41233,MORTGAGE,4.0,HOMEIMPROVEMENT,C,24706,13.97,0,0.6,N,2
33,38120,RENT,1.0,VENTURE,E,18141,,1,0.48,N,2
21,16864,MORTGAGE,7.0,DEBTCONSOLIDATION,D,2562,16.73,0,0.15,N,2
28,8000,OWN,6.0,MEDICAL,B,8598,10.53,0,0.83,N,3
35,11840,RENT,1.0,PERSONAL,A,3592,10.6,0,0.3,N,8
20,56765,RENT,7.0,PERSONAL,B,3203,,0,0.06,N,3
28,32171,MORTGAGE,8.0,EDUCATION,B,9938,10.51,0,0.31,N,4
24,22833,RENT,6.0,EDUCATION,A,5761,8.09,0,0.25,Y,4
25,61565,MORTGAGE,4.0,EDUCATION,A,5777,7.68,0,0.09,N,9
22,64671,OTHER,7.0,EDUCATION,A,1519,7.13,0,0.02,N,8
26,21595,RENT,10.0,DEBTCONSOLIDATION,B,2498,9.71,0,0.12,N,7
38,21814,RENT,4.0,PERSONAL,A,2616,,0,0.12,N,11
20,15992,MORTGAGE,,HOMEIMPROVEMENT,B,7036,,1,0.44,N,4
20,18834,RENT,2.0,MEDICAL,B,8203,10.71,0,0.44,N,8
20,9725,MORTGAGE,10.0,MEDICAL,A,16561,6.25,0,0.83,N,4
38,9703,RENT,8.0,VENTURE,A,2543,8.2,0,0.26,N,2
24,8540,RENT,8.0,DEBTCONSOLIDATION,D,16838,18.39,1,0.83,N,7
27,39990,RENT,5.0,VENTURE,E,4096,21.73,0,0.1,N,5
25,9332,RENT,5.0,EDUCATION,B,5194,9.46,0,0.56,N,4
22,64374,MORTGAGE,0.0,EDUCATION,B,4528,12.56,0,0.07,N,6
26,14739,RENT,4.0,HOMEIMPROVEMENT,B,5868,8.16,1,0.4,Y,6
42,57270,RENT,2.0,MEDICAL,B,8006,10.92,0,0.14,N,5
36,18019,MORTGAGE,4.0,VENTURE,A,10160,8.29,0,0.56,N,2
22,9307,MORTGAGE,0.0,EDUCATION,B,4141,9.46,0,0.44,N,2
31,44626,RENT,0.0,HOMEIMPROVEMENT,B,5229,8.99,0,0.12,N,5
22,47620,MORTGAGE,5.0,EDUCATION,B,2597,10.92,0,0.05,N,6
20,13382,RENT,5.0,MEDICAL,D,7898,19.48,0,0.59,N,6
33,18353,MORTGAGE,,DEBTCONSOLIDATION,B,5920,13.56,0,0.32,N,2
34,13383,MORTGAGE,1.0,MEDICAL,A,2852,8.76,0,0.21,N,4
33,20613,MORTGAGE,9.0,EDUCATION,D,2058,15.5,0,0.1,N,2
24,23372,MORTGAGE,2.0,MEDICAL,A,5500,7.01,0,0.24,N,7
26,18155,MORTGAGE,12.0,PERSONAL,A,12265,10.36,0,0.68,N,9
32,8099,RENT,3.0,EDUCATION,B,14917,12.35,1,0.83,Y,10
30,16002,MORTGAGE,2.0,MEDICAL,D,1987,14.68,1,0.12,N,2
25,32433,MORTGAGE,6.0,PERSONAL,F,9453,23.22,0,0.29,N,2
20,19635,RENT,3.0,MEDICAL,C,8589,12.9,0,0.44,N,9
28,18396,MORTGAGE,5.0,MEDICAL,E,12957,19.57,1,0.7,N,10
34,13201,MORTGAGE,22.0,EDUCATION,C,6856,15.12,0,0.52,N,4
20,15748,MORTGAGE,10.0,EDUCATION,A,3889,6.46,1,0.25,Y,6
31,47806,RENT,0.0,VENTURE,C,8519,13.22,0,0.18,N,8
29,11767,MORTGAGE,0.0,DEBTCONSOLIDATION,C,809,15.62,0,0.07,N,2
32,32743,RENT,6.0,EDUCATION,A,2455,8.13,0,0.07,N,8
32,22603,MORTGAGE,16.0,EDUCATION,B,2674,11.5,0,0.12,N,9
23,25201,RENT,3.0,DEBTCONSOLIDATION,A,3069,10.16,0,0.12,N,4
20,14723,MORTGAGE,1.0,HOMEIMPROVEMENT,B,1695,11.32,0,0.12,N,12
24,18151,RENT,7.0,DEBTCONSOLIDATION,C,3310,14.49,1,0.18,N,4
33,21957,MORTGAGE,1.0,PERSONAL,C,3335,13.53,0,0.15,N,2
24,16541,RENT,1.0,DEBTCONSOLIDATION,B,4086,9.55,0,0.25,N,5
23,26430,MORTGAGE,1.0,HOMEIMPROVEMENT,A,5995,5.42,0,0.23,N,2
20,28327,MORTGAGE,3.0,EDUCATION,B,2047,12.3,0,0.07,N,7
38,72764,RENT,0.0,VENTURE,A,3579,,0,0.05,Y,10
32,25668,MORTGAGE,6.0,PERSONAL,A,4609,10.88,1,0.18,N,2
32,8000,MORTGAGE,1.0,EDUCATION,C,1342,12.68,1,0.17,N,8
33,41758,RENT,6.0,MEDICAL,C,4667,,0,0.11,Y,8
31,19690,RENT,9.0,PERSONAL,B,5808,11.5,0,0.29,N,2
26,66606,RENT,6.0,DEBTCONSOLIDATION,A,8355,5.47,0,0.13,Y,5
26,49464,RENT,7.0,DEBTCONSOLIDATION,E,1950,17.76,0,0.04,N,6
25,16682,OWN,0.0,HOMEIMPROVEMENT,D,4419,18.02,0,0.26,N,6
43,32762,OWN,2.0,PERSONAL,D,11705,13.72,1,0.36,N,4
31,15888,RENT,5.0,VENTURE,A,1458,,0,0.09,Y,3
24,22059,MORTGAGE,0.0,DEBTCONSOLIDATION,A,4891,7.34,0,0.22,N,2
30,31945,RENT,0.0,PERSONAL,B,1692,,1,0.05,N,2
21,40625,MORTGAGE,0.0,VENTURE,B,3638,11.73,0,0.09,N,3
36,36039,MORTGAGE,6.0,EDUCATION,B,2797,15.19,0,0.08,N,9
23,22953,MORTGAGE,5.0,VENTURE,C,6386,13.44,0,0.28,N,2
30,86325,OWN,11.0,VENTURE,E,3997,18.01,0,0.05,N,5
34,18020,RENT,9.0,DEBTCONSOLIDATION,C,2010,18.14,1,0.11,N,11
30,9100,MORTGAGE,0.0,MEDICAL,A,14274,7.16,0,0.83,N,2
28,10116,MORTGAGE,5.0,HOMEIMPROVEMENT,A,5567,5.69,0,0.55,N,7
27,49548,MORTGAGE,3.0,PERSONAL,A,9806,5.42,0,0.2,N,4
27,21117,RENT,5.0,VENTURE,A,2283,6.53,0,0.11,Y,5
24,24040,OWN,3.0,DEBTCONSOLIDATION,A,3732,5.83,0,0.16,N,5
25,16343,RENT,2.0,VENTURE,A,9890,5.85,0,0.61,Y,10
36,17171,MORTGAGE,2.0,DEBTCONSOLIDATION,B,2907,7.89,0,0.17,N,4
27,14286,MORTGAGE,6.0,VENTURE,A,4897,6.45,0,0.34,N,4
22,28542,RENT,12.0,MEDICAL,E,4694,20.64,1,0.16,N,4
24,20877,RENT,2.0,DEBTCONSOLIDATION,B,940,9.49,0,0.05,N,7
34,27980,RENT,5.0,EDUCATION,D,4683,16.35,0,0.17,N,4
31,26547,RENT,0.0,HOMEIMPROVEMENT,C,3665,13.27,0,0.14,N,6
31,17426,RENT,7.0,VENTURE,B,4375,11.14,0,0.25,N,9
26,9874,RENT,1.0,HOMEIMPROVEMENT,B,2970,13.51,0,0.3,N,5
31,9412,RENT,2.0,MEDICAL,C,1993,14.32,1,0.21,N,2
23,116384,MORTGAGE,4.0,MEDICAL,B,2780,9.26,0,0.02,N,2
26,49662,MORTGAGE,6.0,PERSONAL,B,3399,10.81,0,0.07,N,11
33,46032,RENT,6.0,DEBTCONSOLIDATION,A,7516,,0,0.16,N,8
32,15198,RENT,8.0,EDUCATION,D,3321,,0,0.22,N,2
21,22141,MORTGAGE,5.0,MEDICAL,B,5307,9.63,0,0.24,N,4
22,14066,RENT,3.0,PERSONAL,A,5657,5.6,0,0.4,N,13
28,10703,RENT,9.0,VENTURE,C,3365,13.72,0,0.31,Y,2
38,15933,RENT,12.0,EDUCATION,A,9701,6.44,0,0.61,N,9
20,45679,MORTGAGE,10.0,MEDICAL,F,3779,20.47,1,0.08,N,12
29,34975,RENT,2.0,HOMEIMPROVEMENT,C,3318,13.13,1,0.09,N,4
20,12919,MORTGAGE,0.0,MEDICAL,C,10650,13.95,1,0.82,N,2
23,18524,RENT,3.0,PERSONAL,A,5409,8.61,0,0.29,N,6
25,33256,RENT,6.0,HOMEIMPROVEMENT,C,921,12.01,0,0.03,N,4
25,16090,RENT,8.0,MEDICAL,A,764,5.62,0,0.05,N,6
24,23012,MORTGAGE,1.0,EDUCATION,B,14994,,0,0.65,N,3
27,27474,OWN,0.0,EDUCATION,C,5208,11.54,0,0.19,N,3
24,27310,OWN,2.0,HOMEIMPROVEMENT,A,4351,5.42,0,0.16,N,8
20,25330,MORTGAGE,2.0,DEBTCONSOLIDATION,C,1040,14.66,1,0.04,N,2
32,15374,OWN,2.0,HOMEIMPROVEMENT,C,4436,14.17,1,0.29,N,6
32,16268,RENT,1.0,DEBTCONSOLIDATION,E,2348,20.62,1,0.14,N,3
32,11807,MORTGAGE,0.0,MEDICAL,B,3940,11.39,0,0.33,Y,6
20,9332,RENT,6.0,EDUCATION,B,2951,,0,0.32,N,2
29,20679,OWN,12.0,HOMEIMPROVEMENT,E,4013,19.03,0,0.19,N,13
31,34507,MORTGAGE,0.0,EDUCATION,B,5627,12.58,1,0.16,Y,6
21,10309,RENT,3.0,VENTURE,B,6380,11.96,0,0.62,N,9
27,25594,RENT,11.0,VENTURE,B,4695,10.8,0,0.18,N,2
27,33912,OWN,7.0,PERSONAL,B,5295,,0,0.16,N,3
38,8020,RENT,,EDUCATION,A,1409,7.13,0,0.18,N,6
39,18980,RENT,5.0,EDUCATION,D,4634,17.29,0,0.24,N,5
20,54470,OWN,2.0,PERSONAL,D,5680,16.05,0,0.1,N,7
42,29838,RENT,2.0,EDUCATION,B,4649,11.35,0,0.16,N,5
22,8000,RENT,4.0,PERSONAL,A,13906,7.86,0,0.83,Y,5
33,31637,OWN,3.0,PERSONAL,A,4084,7.65,0,0.13,N,6
33,14599,RENT,1.0,EDUCATION,B,1944,12.43,0,0.13,N,5
21,32216,RENT,2.0,VENTURE,B,4913,12.28,0,0.15,N,4
30,15069,OTHER,5.0,HOMEIMPROVEMENT,B,3287,12.55,0,0.22,N,3
27,21393,RENT,22.0,MEDICAL,B,1469,10.19,1,0.07,Y,9
31,16388,RENT,1.0,MEDICAL,C,3971,,1,0.24,N,2
29,22064,MORTGAGE,9.0,VENTURE,A,13809,7.72,1,0.63,N,2
34,16122,RENT,7.0,VENTURE,C,3796,15.22,0,0.24,N,5
28,19478,MORTGAGE,2.0,DEBTCONSOLIDATION,A,10491,,1,0.54,N,7
26,11538,MORTGAGE,6.0,MEDICAL,C,8121,14.73,1,0.7,N,19
34,28849,OWN,1.0,MEDICAL,C,25766,12.47,1,0.83,N,3
31,24255,RENT,,HOMEIMPROVEMENT,B,6752,11.7,0,0.28,N,6
32,9053,RENT,11.0,VENTURE,D,5184,18.82,1,0.57,N,4
23,38028,MORTGAGE,2.0,MEDICAL,D,5232,19.48,1,0.14,N,5
21,19991,RENT,0.0,HOMEIMPROVEMENT,E,5972,19.81,0,0.3,N,8
24,24075,MORTGAGE,1.0,EDUCATION,B,4097,13.68,0,0.17,N,2
23,33540,MORTGAGE,9.0,VENTURE,E,3442,19.75,0,0.1,Y,7
32,26384,MORTGAGE,3.0,HOMEIMPROVEMENT,B,6786,12.04,0,0.26,N,2
33,41808,RENT,1.0,VENTURE,B,3156,,0,0.08,Y,4
26,18745,MORTGAGE,5.0,PERSONAL,C,1330,15.9,0,0.07,Y,9
36,38907,MORTGAGE,4.0,MEDICAL,E,1964,20.31,1,0.05,N,4
35,23567,RENT,5.0,HOMEIMPROVEMENT,E,15565,19.1,1,0.66,N,5
29,29120,MORTGAGE,17.0,EDUCATION,A,3931,8.56,1,0.13,N,10
22,27501,RENT,13.0,DEBTCONSOLIDATION,A,8415,6.26,0,0.31,N,14
37,43582,MORTGAGE,8.0,PERSONAL,B,3015,11.47,0,0.07,N,9
27,32753,RENT,6.0,VENTURE,E,9158,17.46,0,0.28,N,5
28,17264,RENT,2.0,EDUCATION,F,6513,,0,0.38,N,2
25,15479,MORTGAGE,5.0,VENTURE,B,19805,8.19,1,0.83,N,2
22,21431,RENT,15.0,DEBTCONSOLIDATION,A,12352,6.25,0,0.58,N,2
20,14500,RENT,1.0,MEDICAL,C,8225,11.95,1,0.57,Y,3
31,12348,RENT,5.0,EDUCATION,A,3254,,0,0.26,N,5
22,8000,MORTGAGE,4.0,HOMEIMPROVEMENT,A,2158,6.95,1,0.27,Y,4
46,9394,RENT,,MEDICAL,C,4455,12.99,0,0.47,N,4
21,65642,MORTGAGE,1.0,MEDICAL,A,4980,8.11,0,0.08,N,7
20,15350,OWN,4.0,EDUCATION,D,3691,16.63,0,0.24,N,7
30,62749,OWN,,MEDICAL,E,8051,20.25,0,0.13,N,6
36,27494,RENT,9.0,VENTURE,A,5188,,0,0.19,N,8
28,21431,RENT,2.0,MEDICAL,B,4906,12.12,0,0.23,N,17
31,9649,MORTGAGE,1.0,EDUCATION,C,14283,14.27,0,0.83,N,8
20,22083,MORTGAGE,,PERSONAL,B,5288,11.79,0,0.24,N,10
23,62361,MORTGAGE,0.0,EDUCATION,E,1903,21.14,1,0.03,N,9
21,51880,MORTGAGE,6.0,HOMEIMPROVEMENT,A,10064,8.3,0,0.19,N,4
20,25612,MORTGAGE,0.0,DEBTCONSOLIDATION,G,5691,23.22,1,0.22,Y,9
28,11710,MORTGAGE,10.0,MEDICAL,C,4061,14.26,0,0.35,N,3
20,13011,RENT,8.0,HOMEIMPROVEMENT,A,2517,8.66,0,0.19,N,2
20,13781,MORTGAGE,1.0,PERSONAL,C,11882,14.24,1,0.83,N,10
24,44488,RENT,0.0,HOMEIMPROVEMENT,C,16045,13.38,0,0.36,N,14
22,54038,RENT,,EDUCATION,A,3069,8.38,0,0.06,Y,4
30,24532,RENT,0.0,PERSONAL,D,6053,18.57,0,0.25,N,8
29,18644,RENT,13.0,EDUCATION,A,6682,6.92,0,0.36,N,2
33,51626,RENT,5.0,MEDICAL,A,1450,7.93,0,0.03,Y,13
32,12858,OWN,2.0,MEDICAL,C,4766,14.68,1,0.37,N,4
34,22663,OWN,14.0,PERSONAL,D,1452,17.13,0,0.06,N,6
27,28413,MORTGAGE,4.0,EDUCATION,C,4852,11.8,0,0.17,N,4
29,13704,RENT,15.0,VENTURE,C,23959,12.35,1,0.83,N,5
30,15525,RENT,3.0,HOMEIMPROVEMENT,B,1782,10.45,0,0.11,N,2
28,14875,MORTGAGE,3.0,EDUCATION,B,18276,11.06,0,0.83,N,2
25,48011,MORTGAGE,1.0,EDUCATION,B,17042,9.24,1,0.35,N,5
25,63126,MORTGAGE,0.0,VENTURE,B,4895,7.86,0,0.08,N,7
22,23461,RENT,4.0,MEDICAL,B,7048,10.85,1,0.3,N,9
30,19005,RENT,2.0,MEDICAL,E,4030,20.01,0,0.21,N,6
27,15836,MORTGAGE,1.0,MEDICAL,B,3593,12.3,0,0.23,N,15
23,22047,RENT,7.0,MEDICAL,D,5666,19.9,0,0.26,N,7
23,16274,MORTGAGE,8.0,EDUCATION,C,2857,11.96,1,0.18,N,8
20,20881,RENT,6.0,HOMEIMPROVEMENT,A,6844,7.51,0,0.33,N,2
33,27647,RENT,14.0,DEBTCONSOLIDATION,A,5059,10.57,0,0.18,N,10
28,17625,MORTGAGE,4.0,VENTURE,A,2328,5.42,0,0.13,Y,8
22,19845,RENT,,EDUCATION,B,8076,,0,0.41,N,11
32,19890,RENT,3.0,DEBTCONSOLIDATION,A,8225,8.46,0,0.41,N,2
24,18496,MORTGAGE,2.0,PERSONAL,B,10787,11.28,0,0.58,N,2
20,17278,RENT,3.0,DEBTCONSOLIDATION,D,3512,17.41,0,0.2,N,6
33,33496,RENT,1.0,MEDICAL,B,10099,11.93,1,0.3,N,8
24,8317,OWN,0.0,VENTURE,B,22397,12.11,1,0.83,Y,9
25,52357,RENT,12.0,EDUCATION,A,5017,7.64,0,0.1,Y,6
27,23731,MORTGAGE,1.0,EDUCATION,B,5340,11.82,0,0.23,N,14
34,30807,RENT,0.0,EDUCATION,B,7903,9.2,0,0.26,N,5
27,32819,RENT,1.0,PERSONAL,A,1079,8.47,1,0.03,Y,5
20,14921,RENT,3.0,EDUCATION,D,1888,19.35,1,0.13,Y,7
30,13321,MORTGAGE,2.0,EDUCATION,C,3342,,0,0.25,N,2
24,12484,RENT,3.0,MEDICAL,D,3871,17.75,0,0.31,N,5
39,19227,MORTGAGE,0.0,HOMEIMPROVEMENT,C,5316,16.83,1,0.28,Y,3
27,32356,RENT,3.0,PERSONAL,A,5925,7.28,0,0.18,N,8
20,15977,RENT,4.0,HOMEIMPROVEMENT,C,1879,15.49,1,0.12,N,4
29,30772,MORTGAGE,5.0,EDUCATION,A,11010,9.54,0,0.36,N,5
